Listing Title,Monthly Costs,Availability,Size,Deposit,Key Price,Floor,Year Built,Nearest Station
"1K APARTMENT
IN HONGO
BUNKYO-KU, TOKYO","Monthly Costs ¥113,040",Available Now,Size 21.66 m²,Deposit ¥0,"Key Money ¥109,500",Floor 2 / 2F,Year Built 2014,Nearest Station Kasuga Station (6 min. walk)
"1K APARTMENT
IN NISHIOIZUMI
NERIMA-KU, TOKYO","Monthly Costs ¥53,540",Available Now,Size 16.16 m²,Deposit ¥0,"Key Money ¥49,000",Floor 2 / 2F,Year Built 1993,Nearest Station Houya Station (20 min. walk)
"1K APARTMENT
IN YOYOGI
SHIBUYA-KU, TOKYO","Monthly Costs ¥87,050",Available Now,Size 15.62 m²,Deposit ¥0,"Key Money ¥40,750",Floor 2 / 2F,Year Built 1991,Nearest Station Hatsudai Station (5 min. walk)
"1LDK APARTMENT
IN MOTOAZABU
MINATO-KU, TOKYO","Monthly Costs ¥261,000",Available Now,Size 55.00 m²,"Deposit ¥498,000","Key Money ¥249,000",Floor 5 / 7F,Year Built 2006,Nearest Station Roppongi Station (6 min. walk)
"1R APARTMENT
IN HOMMACHI
SHIBUYA-KU, TOKYO","Monthly Costs ¥69,000",Available Now,Size 16.96 m²,Deposit ¥0,Key Money ¥0,Floor 1 / 14F,Year Built 1985,Nearest Station Nishishinjuku Go Choume Station (5 min. walk)
"1K APARTMENT
IN KOENJIMINAMI
SUGINAMI-KU, TOKYO","Monthly Costs ¥99,550",Available Now,Size 21.11 m²,Deposit ¥0,"Key Money ¥47,000",Floor 1 / 3F,Year Built 2017,Nearest Station Shin Koenji Station (2 min. walk)
"1LDK APARTMENT
IN AKASAKA
MINATO-KU, TOKYO","Monthly Costs ¥254,000",Available Now,Size 55.52 m²,"Deposit ¥488,000","Key Money ¥244,000",Floor 10 / 13F,Year Built 2014,Nearest Station Akasaka Station (3 min. walk)
"1LDK APARTMENT
IN TSUKIJI
CHUO-KU, TOKYO","Monthly Costs ¥192,000",Available Now,Size 42.00 m²,"Deposit ¥178,000","Key Money ¥178,000",Floor 6 / 13F,Year Built 2015,Nearest Station Shintomichou Station (1 min. walk)
"1R APARTMENT
IN SHIBAURA(2-4-CHOME)
MINATO-KU, TOKYO","Monthly Costs ¥136,000",Available Now,Size 28.76 m²,"Deposit ¥128,000",Key Money ¥0,Floor 7 / 30F,Year Built 2010,Nearest Station Tamachi Station (13 min. walk)
"1R APARTMENT
IN YUTAKACHO
SHINAGAWA-KU, TOKYO","Monthly Costs ¥84,000",Available Now,Size 18.09 m²,"Deposit ¥81,000","Key Money ¥81,000",Floor 2 / 2F,Year Built 2019,Nearest Station Shimoshinmei Station (3 min. walk)
"2LDK APARTMENT
IN SENDAGAYA
SHIBUYA-KU, TOKYO","Monthly Costs ¥323,730","Available From Mar 6, 2021",Size 71.92 m²,"Deposit ¥300,000","Key Money ¥300,000",Floor 11 / 14F,Year Built 2015,Nearest Station Kita Sandou Station (3 min. walk)
"1K APARTMENT
IN OYAMADAI
SETAGAYA-KU, TOKYO","Monthly Costs ¥80,040",Available Now,Size 19.87 m²,Deposit ¥0,Key Money ¥0,Floor 1 / 2F,Year Built 2008,Nearest Station Kuhonbutsu Station (14 min. walk)
"1R APARTMENT
IN ZOSHIGAYA
TOSHIMA-KU, TOKYO","Monthly Costs ¥60,000",Available Now,Size 13.44 m²,Deposit ¥0,Key Money ¥0,Floor 5 / 5F,Year Built 2019,Nearest Station Higashiikebukuro Yon Choume Station (6 min. walk)
"1R APARTMENT
IN NISHIGOTANDA
SHINAGAWA-KU, TOKYO","Monthly Costs ¥102,000","Available From Mar 8, 2021",Size 19.80 m²,Deposit ¥0,"Key Money ¥94,000",Floor 3 / 11F,Year Built 2005,Nearest Station Osaki Hirokouji Station (6 min. walk)
"PRIVATE GUESTHOUSE
IN SHIMOTAKAIDO
SUGINAMI-KU, TOKYO","Monthly Costs ¥140,000",Available Now,Size 12.00 m²,Deposit ¥0,Key Money ¥0,Floor 2 / 8F,Year Built 2019,Nearest Station Kamikitazawa Station (5 min. walk)
"1K APARTMENT
IN BUNKA
SUMIDA-KU, TOKYO","Monthly Costs ¥97,040",Available Now,Size 20.81 m²,Deposit ¥0,Key Money ¥0,Floor 3 / 4F,Year Built 2007,Nearest Station Oshiage Station (10 min. walk)
"1K APARTMENT
IN KOENJIMINAMI
SUGINAMI-KU, TOKYO","Monthly Costs ¥97,550",Available Now,Size 21.24 m²,Deposit ¥0,"Key Money ¥46,000",Floor 2 / 2F,Year Built 2016,Nearest Station Koenji Station (8 min. walk)
"1K APARTMENT
IN HIGASHIKASAI
EDOGAWA-KU, TOKYO","Monthly Costs ¥61,550",Available Now,Size 19.87 m²,Deposit ¥0,"Key Money ¥28,000",Floor 1 / 2F,Year Built 2001,Nearest Station Kasai Station (14 min. walk)
"1LDK APARTMENT
IN SAKASHITA
ITABASHI-KU, TOKYO","Monthly Costs ¥98,050",Available Now,Size 36.80 m²,"Deposit ¥92,500","Key Money ¥46,250",Floor 1 / 3F,Year Built 2015,Nearest Station Shimura San Choume Station (9 min. walk)
"1K APARTMENT
IN ASAHICHO
NERIMA-KU, TOKYO","Monthly Costs ¥71,540",Available Now,Size 19.87 m²,Deposit ¥0,Key Money ¥0,Floor 2 / 2F,Year Built 2000,Nearest Station Chikatetsu Narimasu Station (7 min. walk)
"1R APARTMENT
IN KAJINOCHO
KOGANEI-SHI, TOKYO","Monthly Costs ¥87,050",Available Now,Size 23.04 m²,Deposit ¥0,"Key Money ¥40,750",Floor 2 / 2F,Year Built 2015,Nearest Station Higashikoganei Station (4 min. walk)
"1K APARTMENT
IN DAITA
SETAGAYA-KU, TOKYO","Monthly Costs ¥104,050",Available Now,Size 25.11 m²,Deposit ¥0,"Key Money ¥49,250",Floor 2 / 3F,Year Built 2013,Nearest Station Shindaita Station (3 min. walk)
"2DK APARTMENT
IN OYAMADAI
SETAGAYA-KU, TOKYO","Monthly Costs ¥125,040",Available Now,Size 40.95 m²,"Deposit ¥119,500","Key Money ¥119,500",Floor 2 / 2F,Year Built 2000,Nearest Station Oyamadai Station (16 min. walk)
"1LDK APARTMENT
IN MINAMIAZABU
MINATO-KU, TOKYO","Monthly Costs ¥243,000",Available Now,Size 53.09 m²,"Deposit ¥456,000",Key Money ¥0,Floor 7 / 11F,Year Built 2003,Nearest Station Azabu-juban Station (4 min. walk)
"1K APARTMENT
IN OMORIKITA
OTA-KU, TOKYO","Monthly Costs ¥91,050",Available Now,Size 20.81 m²,Deposit ¥0,"Key Money ¥42,750",Floor 2 / 3F,Year Built 2008,Nearest Station Omori Station (13 min. walk)
"1K APARTMENT
IN NISHINIPPORI
ARAKAWA-KU, TOKYO","Monthly Costs ¥98,540",Available Now,Size 21.71 m²,Deposit ¥0,"Key Money ¥93,500",Floor 2 / 3F,Year Built 2016,Nearest Station Nippori Station (8 min. walk)
"2DK APARTMENT
IN NAKAZATO
KIYOSE-SHI, TOKYO","Monthly Costs ¥73,550",Available Now,Size 40.95 m²,"Deposit ¥68,000","Key Money ¥34,000",Floor 2 / 2F,Year Built 2000,Nearest Station Kiyose Station (18 min. walk)
"1K APARTMENT
IN MINAMITANAKA
NERIMA-KU, TOKYO","Monthly Costs ¥79,050",Available Now,Size 28.15 m²,"Deposit ¥73,500","Key Money ¥36,750",Floor 2 / 2F,Year Built 2006,Nearest Station Nerima Takanodai Station (10 min. walk)
"1K APARTMENT
IN HIGASHICHO
NISHITOKYO-SHI, TOKYO","Monthly Costs ¥70,540",Available Now,Size 19.96 m²,Deposit ¥0,Key Money ¥0,Floor 3 / 3F,Year Built 2008,Nearest Station Houya Station (5 min. walk)
"2LDK APARTMENT
IN SHIROKANE
MINATO-KU, TOKYO","Monthly Costs ¥225,000",Available Now,Size 57.42 m²,"Deposit ¥430,000","Key Money ¥215,000",Floor 5 / 8F,Year Built 2007,Nearest Station Shirokane-takanawa Station (6 min. walk)
"PRIVATE GUESTHOUSE
IN SHIMOTAKAIDO
SUGINAMI-KU, TOKYO","Monthly Costs ¥140,000",Available Now,Size 12.00 m²,Deposit ¥0,Key Money ¥0,Floor 2 / 8F,Year Built 2019,Nearest Station Kamikitazawa Station (5 min. walk)
"1LDK APARTMENT
IN HIROO
SHIBUYA-KU, TOKYO","Monthly Costs ¥124,500",Available Now,Size 31.42 m²,"Deposit ¥109,500",Key Money ¥0,Floor 3 / 10F,Year Built 1982,Nearest Station Hiroo Station (2 min. walk)
"1LDK APARTMENT
IN MITA
MINATO-KU, TOKYO","Monthly Costs ¥211,000",Available Now,Size 45.20 m²,"Deposit ¥202,000",Key Money ¥0,Floor 7 / 12F,Year Built 2007,Nearest Station Sengakuji Station (5 min. walk)
"1DK APARTMENT
IN MINAMIAOYAMA
MINATO-KU, TOKYO","Monthly Costs ¥200,000",Available Now,Size 33.80 m²,"Deposit ¥190,000","Key Money ¥190,000",Floor 4 / 4F,Year Built 2015,Nearest Station Hiroo Station (10 min. walk)
"2LDK APARTMENT
IN NISHIAZABU
MINATO-KU, TOKYO","Monthly Costs ¥380,000",Available Now,Size 110.83 m²,"Deposit ¥760,000",Key Money ¥0,Floor 1 / 5F,Year Built 2008,Nearest Station Hiroo Station (11 min. walk)
"1K APARTMENT
IN NAGASAKI
TOSHIMA-KU, TOKYO","Monthly Costs ¥95,540",Available Now,Size 22.35 m²,Deposit ¥0,"Key Money ¥45,000",Floor 2 / 2F,Year Built 2006,Nearest Station Higashi Nagasaki Station (7 min. walk)
"2LDK APARTMENT
IN SHIBAURA(2-4-CHOME)
MINATO-KU, TOKYO","Monthly Costs ¥285,000",Available Now,Size 71.54 m²,"Deposit ¥550,000","Key Money ¥275,000",Floor 18 / 29F,Year Built 2005,Nearest Station Shibaura Futou Station (7 min. walk)
"1K APARTMENT
IN KUGAHARA
OTA-KU, TOKYO","Monthly Costs ¥81,040",Available Now,Size 20.93 m²,Deposit ¥0,"Key Money ¥76,500",Floor 2 / 2F,Year Built 2000,Nearest Station Chidorichou Station (10 min. walk)
"2DK APARTMENT
IN ISHIDA
HINO-SHI, TOKYO","Monthly Costs ¥78,540",Available Now,Size 39.74 m²,"Deposit ¥70,000",Key Money ¥0,Floor 1 / 3F,Year Built 1998,Nearest Station Manganji Station (5 min. walk)
"1LDK APARTMENT
IN UKIMA
KITA-KU, TOKYO","Monthly Costs ¥117,040",Available Now,Size 46.37 m²,"Deposit ¥112,500","Key Money ¥112,500",Floor 1 / 2F,Year Built 2012,Nearest Station Ukimafunado Station (8 min. walk)
"1K APARTMENT
IN KIYOKAWA
TAITO-KU, TOKYO","Monthly Costs ¥73,550",Available Now,Size 19.87 m²,Deposit ¥0,Key Money ¥0,Floor 1 / 2F,Year Built 2009,Nearest Station Minamisenju Station (11 min. walk)
"1K APARTMENT
IN YAHO
KUNITACHI-SHI, TOKYO","Monthly Costs ¥50,540",Available Now,Size 19.87 m²,Deposit ¥0,"Key Money ¥46,000",Floor 2 / 2F,Year Built 1995,Nearest Station Yagawa Station (5 min. walk)
"1LDK APARTMENT
IN AYASE
ADACHI-KU, TOKYO","Monthly Costs ¥128,540",Available Now,Size 39.74 m²,"Deposit ¥123,000","Key Money ¥123,000",Floor 3 / 3F,Year Built 2008,Nearest Station Ayase Station (4 min. walk)
"1K APARTMENT
IN HIGASHISHINKOIWA
KATSUSHIKA-KU, TOKYO","Monthly Costs ¥96,500",Available Now,Size 26.48 m²,Deposit ¥0,Key Money ¥0,Floor 8 / 10F,Year Built 2020,Nearest Station Shinkoiwa Station (10 min. walk)
"1LDK APARTMENT
IN MITA
MINATO-KU, TOKYO","Monthly Costs ¥197,000",Available Now,Size 40.62 m²,"Deposit ¥188,000","Key Money ¥188,000",Floor 6 / 12F,Year Built 2007,Nearest Station Sengakuji Station (5 min. walk)
"1K APARTMENT
IN NAKAOCHIAI
SHINJUKU-KU, TOKYO","Monthly Costs ¥82,000",Available Now,Size 20.00 m²,Deposit ¥0,Key Money ¥0,Floor 10 / 11F,Year Built 2002,Nearest Station Shiina Machi Station (8 min. walk)
"PRIVATE GUESTHOUSE
IN SHIMOTAKAIDO
SUGINAMI-KU, TOKYO","Monthly Costs ¥140,000",Available Now,Size 12.00 m²,Deposit ¥0,Key Money ¥0,Floor 2 / 8F,Year Built 2019,Nearest Station Kamikitazawa Station (5 min. walk)
"1K APARTMENT
IN HIGASHIYOTSUGI
KATSUSHIKA-KU, TOKYO","Monthly Costs ¥83,540",Available Now,Size 21.24 m²,Deposit ¥0,"Key Money ¥40,000",Floor 2 / 3F,Year Built 2016,Nearest Station Yotsugi Station (3 min. walk)
"1K APARTMENT
IN CHITOSEDAI
SETAGAYA-KU, TOKYO","Monthly Costs ¥78,050",Available Now,Size 19.87 m²,Deposit ¥0,"Key Money ¥36,250",Floor 1 / 2F,Year Built 2007,Nearest Station Soshigaya Okura Station (14 min. walk)
"1K APARTMENT
IN MINAMIAOYAMA
MINATO-KU, TOKYO","Monthly Costs ¥115,550",Available Now,Size 21.90 m²,Deposit ¥0,"Key Money ¥110,000",Floor 1 / 2F,Year Built 2015,Nearest Station Gaien Mae Station (5 min. walk)
"1K APARTMENT
IN KOYASUMACHI
HACHIOJI-SHI, TOKYO","Monthly Costs ¥73,040",Available Now,Size 20.81 m²,Deposit ¥0,Key Money ¥0,Floor 2 / 3F,Year Built 2009,Nearest Station Hachioji Station (6 min. walk)
"1K APARTMENT
IN YAHO
KUNITACHI-SHI, TOKYO","Monthly Costs ¥54,040",Available Now,Size 20.14 m²,Deposit ¥0,Key Money ¥0,Floor 1 / 2F,Year Built 2010,Nearest Station Yaho Station (10 min. walk)
"1LDK APARTMENT
IN SHIROKANE
MINATO-KU, TOKYO","Monthly Costs ¥165,000",Available Now,Size 52.11 m²,"Deposit ¥330,000","Key Money ¥165,000",Floor 2 / 10F,Year Built 1997,Nearest Station Hiroo Station (10 min. walk)
"1K APARTMENT
IN SHIMBASHI
MINATO-KU, TOKYO","Monthly Costs ¥187,530","Available From Mar 24, 2021",Size 41.55 m²,"Deposit ¥179,000","Key Money ¥179,000",Floor 10 / 16F,Year Built 2011,Nearest Station Shinbashi Station (3 min. walk)
"1LDK APARTMENT
IN KASUGACHO
NERIMA-KU, TOKYO","Monthly Costs ¥116,550",Available Now,Size 46.94 m²,Deposit ¥0,"Key Money ¥55,500",Floor 2 / 2F,Year Built 2010,Nearest Station Nerima Kasugacho Station (7 min. walk)
"1K APARTMENT
IN MATSUBARA
SETAGAYA-KU, TOKYO","Monthly Costs ¥95,040",Available Now,Size 19.98 m²,Deposit ¥0,"Key Money ¥90,500",Floor 1 / 3F,Year Built 2002,Nearest Station Meidaimae Station (2 min. walk)
"2DK APARTMENT
IN HIGASHINAGANUMA
INAGI-SHI, TOKYO","Monthly Costs ¥85,550",Available Now,Size 43.07 m²,"Deposit ¥80,000","Key Money ¥40,000",Floor 1 / 2F,Year Built 2008,Nearest Station Inaginaganuma Station (7 min. walk)
"1R APARTMENT
IN WASEDA TSURUMAKICHO
SHINJUKU-KU, TOKYO","Monthly Costs ¥122,073","Available From Mar 1, 2021",Size 25.00 m²,Deposit ¥0,Key Money ¥0,Floor 4 / 5F,Year Built 2021,Nearest Station Waseda Station (7 min. walk)
"1LDK APARTMENT
IN IZUMICHO
HACHIOJI-SHI, TOKYO","Monthly Costs ¥79,540",Available Now,Size 43.06 m²,"Deposit ¥75,000",Key Money ¥0,Floor 2 / 2F,Year Built 2008,"Nearest Station 3 min. walk to the nearest bus stop, then 30 min. by bus to Nishi Hachioji Station"
"1K APARTMENT
IN SHIMANE
ADACHI-KU, TOKYO","Monthly Costs ¥64,550","Available From Mar 4, 2021",Size 19.87 m²,Deposit ¥0,Key Money ¥0,Floor 1 / 2F,Year Built 2004,Nearest Station Nishiarai Station (13 min. walk)
"1LDK APARTMENT
IN SHIROKANE
MINATO-KU, TOKYO","Monthly Costs ¥192,000",Available Now,Size 44.41 m²,"Deposit ¥182,000",Key Money ¥0,Floor 3 / 5F,Year Built 2007,Nearest Station Shirokane-takanawa Station (7 min. walk)
"3LDK APARTMENT
IN SHIROKANEDAI
MINATO-KU, TOKYO","Monthly Costs ¥380,000","Available From Mar 20, 2021",Size 71.95 m²,"Deposit ¥760,000","Key Money ¥380,000",Floor 31 / 34F,Year Built 2014,Not Available
"PRIVATE GUESTHOUSE
IN SHIMOTAKAIDO
SUGINAMI-KU, TOKYO","Monthly Costs ¥140,000",Available Now,Size 12.00 m²,Deposit ¥0,Key Money ¥0,Floor 2 / 8F,Year Built 2019,Nearest Station Kamikitazawa Station (5 min. walk)
"1K APARTMENT
IN MINAMICHO
KOKUBUNJI-SHI, TOKYO","Monthly Costs ¥64,550",Available Now,Size 20.28 m²,Deposit ¥0,Key Money ¥0,Floor 2 / 2F,Year Built 1999,Nearest Station Kokubunji Station (14 min. walk)
"1LDK APARTMENT
IN NISHIKAMATA
OTA-KU, TOKYO","Monthly Costs ¥134,550",Available Now,Size 43.17 m²,"Deposit ¥129,000","Key Money ¥64,500",Floor 1 / 4F,Year Built 2015,Nearest Station Hasunuma Station (4 min. walk)
"1K APARTMENT
IN NARIHIRA
SUMIDA-KU, TOKYO","Monthly Costs ¥100,550",Available Now,Size 26.08 m²,Deposit ¥0,"Key Money ¥47,500",Floor 3 / 4F,Year Built 2016,Nearest Station Oshiage Station (4 min. walk)
"3LDK APARTMENT
IN HIGASHISHINAGAWA
SHINAGAWA-KU, TOKYO","Monthly Costs ¥201,510","Available From Apr 30, 2021",Size 69.49 m²,"Deposit ¥188,000","Key Money ¥188,000",Floor 12 / 14F,Year Built 1998,"Nearest Station 2 min. walk to 天王洲橋 bus stop, then 4 min. by bus to Shinagawa Station"
"1R APARTMENT
IN SANGENJAYA
SETAGAYA-KU, TOKYO","Monthly Costs ¥138,000 negotiable","Available From Mar 30, 2021",Size 12.88 m²,Deposit ¥0,Key Money ¥0,Floor 2 / 4F,Year Built 2018,Nearest Station Sangenjaya Station (7 min. walk)
"1K APARTMENT
IN IRIYA
TAITO-KU, TOKYO","Monthly Costs ¥85,040",Available Now,Size 21.90 m²,Deposit ¥0,"Key Money ¥81,500",Floor 1 / 2F,Year Built 2011,Nearest Station Iriya Station (6 min. walk)
"1LDK APARTMENT
IN SHIMOSHAKUJII
NERIMA-KU, TOKYO","Monthly Costs ¥140,540",Available Now,Size 46.94 m²,"Deposit ¥135,000","Key Money ¥67,500",Floor 2 / 2F,Year Built 2010,Nearest Station Iogi Station (9 min. walk)
"1K APARTMENT
IN NOGATA
NAKANO-KU, TOKYO","Monthly Costs ¥99,540",Available Now,Size 32.66 m²,"Deposit ¥94,000",Key Money ¥0,Floor 1 / 2F,Year Built 2010,Nearest Station Nogata Station (3 min. walk)
"1K APARTMENT
IN FUSSA
FUSSA-SHI, TOKYO","Monthly Costs ¥42,050",Available Now,Size 21.11 m²,Deposit ¥0,"Key Money ¥18,500",Floor 1 / 2F,Year Built 2008,Nearest Station Ushihama Station (12 min. walk)
"1K APARTMENT
IN WASEDA TSURUMAKICHO
SHINJUKU-KU, TOKYO","Monthly Costs ¥84,540",Available Now,Size 24.69 m²,Deposit ¥0,"Key Money ¥39,750",Floor 4 / 4F,Year Built 1991,Nearest Station Waseda Station (5 min. walk)
"1R APARTMENT
IN EHARACHO
NAKANO-KU, TOKYO","Monthly Costs ¥92,050",Available Now,Size 26.84 m²,Deposit ¥0,"Key Money ¥43,250",Floor 1 / 3F,Year Built 2013,Nearest Station Higashi Nagasaki Station (8 min. walk)
"1K APARTMENT
IN AKABANENISHI
KITA-KU, TOKYO","Monthly Costs ¥87,550",Available Now,Size 27.04 m²,Deposit ¥0,"Key Money ¥84,000",Floor 2 / 2F,Year Built 2019,Nearest Station Akabane Station (12 min. walk)
"1LDK APARTMENT
IN SARUGAKUCHO
SHIBUYA-KU, TOKYO","Monthly Costs ¥256,000","Available From Feb 28, 2021",Size 55.18 m²,"Deposit ¥246,000",Key Money ¥0,Floor 1 / 6F,Year Built 2003,Nearest Station Daikanyama Station (7 min. walk)
"1LDK APARTMENT
IN AZABUJUBAN
MINATO-KU, TOKYO","Monthly Costs ¥254,000",Available Now,Size 41.35 m²,"Deposit ¥239,000","Key Money ¥239,000",Floor 12 / 12F,Year Built 2013,Nearest Station Azabu-juban Station (7 min. walk)
"2LDK APARTMENT
IN SHIBA(1-3-CHOME)
MINATO-KU, TOKYO","Monthly Costs ¥194,000",Available Now,Size 66.12 m²,"Deposit ¥368,000",Key Money ¥0,Floor 2 / 11F,Year Built 1994,Nearest Station Mita Station (6 min. walk)
"PRIVATE GUESTHOUSE
IN SHIMOTAKAIDO
SUGINAMI-KU, TOKYO","Monthly Costs ¥140,000",Available Now,Size 12.00 m²,Deposit ¥0,Key Money ¥0,Floor 2 / 8F,Year Built 2019,Nearest Station Kamikitazawa Station (5 min. walk)
"1K APARTMENT
IN TONERI
ADACHI-KU, TOKYO","Monthly Costs ¥63,540",Available Now,Size 20.28 m²,Deposit ¥0,Key Money ¥0,Floor 2 / 2F,Year Built 2008,Nearest Station Toneri Station (2 min. walk)
"1R APARTMENT
IN WASEDA TSURUMAKICHO
SHINJUKU-KU, TOKYO","Monthly Costs ¥122,073","Available From Mar 1, 2021",Size 25.00 m²,Deposit ¥0,Key Money ¥0,Floor 4 / 5F,Year Built 2021,Nearest Station Waseda Station (7 min. walk)
"1K APARTMENT
IN OGI
ADACHI-KU, TOKYO","Monthly Costs ¥61,550",Available Now,Size 20.28 m²,Deposit ¥0,Key Money ¥0,Floor 1 / 2F,Year Built 2005,Nearest Station Ougi Ohashi Station (8 min. walk)
"1K APARTMENT
IN IKEGAMI
OTA-KU, TOKYO","Monthly Costs ¥93,540",Available Now,Size 31.51 m²,"Deposit ¥90,000","Key Money ¥90,000",Floor 1 / 2F,Year Built 2015,Nearest Station Ikegami Station (7 min. walk)
"1R APARTMENT
IN OYAMADAI
SETAGAYA-KU, TOKYO","Monthly Costs ¥86,169","Available From Jul 1, 2021",Size 22.00 m²,"Deposit ¥75,000","Key Money ¥75,000",Floor 1 / 3F,Year Built 2021,Nearest Station Oyamadai Station (7 min. walk)
"2DK APARTMENT
IN KOYANAGICHO
FUCHU-SHI, TOKYO","Monthly Costs ¥93,540",Available Now,Size 39.74 m²,"Deposit ¥88,000",Key Money ¥0,Floor 2 / 4F,Year Built 2007,Nearest Station Kyouteijoumae Station (5 min. walk)
"1R APARTMENT
IN KAMEIDO
KOTO-KU, TOKYO","Monthly Costs ¥60,000",Available Now,Size 16.00 m²,Deposit ¥0,Key Money ¥0,Floor 3 / 4F,Year Built 2017,Nearest Station Kameido Station (5 min. walk)
"1LDK APARTMENT
IN UKIMA
KITA-KU, TOKYO","Monthly Costs ¥122,550",Available Now,Size 39.74 m²,"Deposit ¥117,000","Key Money ¥58,500",Floor 2 / 2F,Year Built 2010,Nearest Station Ukimafunado Station (8 min. walk)
"1K APARTMENT
IN OHARA
SETAGAYA-KU, TOKYO","Monthly Costs ¥91,540",Available Now,Size 19.17 m²,Deposit ¥0,"Key Money ¥43,000",Floor 2 / 2F,Year Built 2002,Nearest Station Sasazuka Station (9 min. walk)
"1K APARTMENT
IN EBARA
SHINAGAWA-KU, TOKYO","Monthly Costs ¥89,040",Available Now,Size 19.92 m²,Deposit ¥0,"Key Money ¥83,500",Floor 1 / 2F,Year Built 2006,Nearest Station Nishikoyama Station (8 min. walk)
"1K APARTMENT
IN KAMIRENJAKU
MITAKA-SHI, TOKYO","Monthly Costs ¥83,550",Available Now,Size 22.35 m²,Deposit ¥0,"Key Money ¥39,000",Floor 2 / 2F,Year Built 2008,Nearest Station Mitaka Station (22 min. walk)
"2LDK APARTMENT
IN SHIBAURA(2-4-CHOME)
MINATO-KU, TOKYO","Monthly Costs ¥246,000",Available Now,Size 71.54 m²,"Deposit ¥472,000","Key Money ¥236,000",Floor 7 / 29F,Year Built 2005,Nearest Station Shibaura Futou Station (7 min. walk)
"1K APARTMENT
IN SHINDEN
ADACHI-KU, TOKYO","Monthly Costs ¥71,550",Available Now,Size 20.28 m²,Deposit ¥0,"Key Money ¥33,000",Floor 2 / 2F,Year Built 2002,Nearest Station Ouji Kamiya Station (13 min. walk)
"1K APARTMENT
IN KOMAGOME
TOSHIMA-KU, TOKYO","Monthly Costs ¥91,050",Available Now,Size 19.87 m²,Deposit ¥0,"Key Money ¥42,750",Floor 3 / 3F,Year Built 2008,Nearest Station Sugamo Station (8 min. walk)
"1K APARTMENT
IN FUSSA
FUSSA-SHI, TOKYO","Monthly Costs ¥50,050",Available Now,Size 20.44 m²,Deposit ¥0,Key Money ¥0,Floor 1 / 2F,Year Built 2010,Nearest Station Fussa Station (10 min. walk)
"PRIVATE GUESTHOUSE
IN SHIMOTAKAIDO
SUGINAMI-KU, TOKYO","Monthly Costs ¥140,000",Available Now,Size 12.00 m²,Deposit ¥0,Key Money ¥0,Floor 2 / 8F,Year Built 2019,Nearest Station Kamikitazawa Station (5 min. walk)
"1K APARTMENT
IN IKEBUKURO (2-4-CHOME)
TOSHIMA-KU, TOKYO","Monthly Costs ¥144,050",Available Now,Size 58.94 m²,"Deposit ¥138,500","Key Money ¥69,250",Floor 2 / 2F,Year Built 2011,Nearest Station Kanamechou Station (8 min. walk)
"1K APARTMENT
IN SENDAGI
BUNKYO-KU, TOKYO","Monthly Costs ¥109,540",Available Now,Size 30.65 m²,"Deposit ¥106,000","Key Money ¥106,000",Floor 2 / 2F,Year Built 2016,Nearest Station Honkomagome Station (8 min. walk)
"1K APARTMENT
IN KITAKOJIYA
OTA-KU, TOKYO","Monthly Costs ¥84,540",Available Now,Size 21.11 m²,Deposit ¥0,Key Money ¥0,Floor 2 / 4F,Year Built 2012,Nearest Station Umeyashiki Station (10 min. walk)
"1LDK APARTMENT
IN EBISUMINAMI
SHIBUYA-KU, TOKYO","Monthly Costs ¥260,000",Available Now,Size 47.87 m²,"Deposit ¥520,000","Key Money ¥260,000",Floor 6 / 8F,Year Built 2016,Nearest Station Daikanyama Station (6 min. walk)
"1K APARTMENT
IN MIDORICHO
FUCHU-SHI, TOKYO","Monthly Costs ¥69,540",Available Now,Size 19.87 m²,Deposit ¥0,Key Money ¥0,Floor 2 / 2F,Year Built 2009,Nearest Station Fuchu Keiba Seimon Mae Station (6 min. walk)
"1LDK APARTMENT
IN TSUKUDA
CHUO-KU, TOKYO","Monthly Costs ¥180,000",Available Now,Size 45.24 m²,"Deposit ¥170,000","Key Money ¥170,000",Floor 28 / 43F,Year Built 2000,Nearest Station Tsukishima Station (5 min. walk)
"1LDK APARTMENT
IN KAMIOSAKI
SHINAGAWA-KU, TOKYO","Monthly Costs ¥198,000",Available Now,Size 47.99 m²,"Deposit ¥190,000",Key Money ¥0,Floor 3 / 3F,Year Built 2005,Nearest Station Meguro Station (7 min. walk)
"2DK APARTMENT
IN OMINAMI
MUSASHIMURAYAMA-SHI, TOKYO","Monthly Costs ¥70,540",Available Now,Size 49.68 m²,"Deposit ¥66,000",Key Money ¥0,Floor 2 / 2F,Year Built 2000,Nearest Station Musashi Sunagawa Station (15 min. walk)
